Name,Slug,Collection ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Syllabus Label,SDG Image,SDG Sort,GND Sort,UDHR Sort,SDG Objective,SDG Indicators,SDG UN Data,GND Description,GND Tab,Human Rights Description,🧊 Life Course Description,🧊 Life Dimension,Life Domain Sort,🔮 Research Circles Explainer,🔮 Research Circles Indicators,🔮Research Circle,🇪🇺 EU Competencies,🇪🇺 EU Comp Description
Good Health and Well-Being for people,good-health-and-well-being-for-people,64a6f1bd53424c49cad322f0,66e317ed9b0693b216dbbea0,false,false,Thu Sep 12 2024 16:33:49 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 16:44:17 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/64a6e8d0934bf5388f56b867/66e3189913581cb6ae1b928c_E_SDG%20goals_icons-individual-rgb-03.png,3,,,Ensure healthy lives and promote well-being for all at all ages.,"<p id=""""><strong id="""">3.1.1</strong></p><p id="""">Maternal mortality ratio</p><p id=""""><strong id="""">3.1.2</strong></p><p id="""">Proportion of births attended by skilled health personnel</p><p id=""""><strong id="""">3.2.1</strong></p><p id="""">Under-five mortality rate</p><p id=""""><strong id="""">3.2.2</strong></p><p id="""">Neonatal mortality rate</p><p id=""""><strong id="""">3.3.1</strong></p><p id="""">Number of new HIV infections per 1,000 uninfected population, by sex, age and key populations</p><p id=""""><strong id="""">3.3.2</strong></p><p id="""">Tuberculosis incidence per 1,000 population</p><p id=""""><strong id="""">3.3.3</strong></p><p id="""">Malaria incidence per 1,000 population</p><p id=""""><strong id="""">3.3.4</strong></p><p id="""">Hepatitis B incidence per 100,000 population</p><p id=""""><strong id="""">3.3.5</strong></p><p id="""">Number of people requiring interventions against neglected tropical diseases</p><p id=""""><strong id="""">3.4.1</strong></p><p id="""">Mortality rate attributed to cardiovascular disease, cancer, diabetes or chronic respiratory disease</p><p id=""""><strong id="""">3.4.2</strong></p><p id="""">Suicide mortality rate</p><p id=""""><strong id="""">3.5.1</strong></p><p id="""">Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders</p><p id=""""><strong id="""">3.5.2</strong></p><p id="""">Harmful use of alcohol, defined according to the national context as alcohol per capita consumption (aged 15 years and older) within a calendar year in litres of pure alcohol</p><p id=""""><strong id="""">3.6.1</strong></p><p id="""">Death rate due to road traffic injuries</p><p id=""""><strong id="""">3.7.1</strong></p><p id="""">Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods</p><p id=""""><strong id="""">3.7.2</strong></p><p id="""">Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group</p><p id=""""><strong id="""">3.8.1</strong></p><p id="""">Coverage of essential health services (defined as the average coverage of essential services based on tracer interventions that include reproductive, maternal, newborn and child health, infectious diseases, non-communicable diseases and service capacity and access, among the general and the most disadvantaged population)</p><p id=""""><strong id="""">3.8.2</strong></p><p id="""">Proportion of population with large household expenditures on health as a share of total household expenditure or income</p><p id=""""><strong id="""">3.9.1</strong></p><p id="""">Mortality rate attributed to household and ambient air pollution</p><p id=""""><strong id="""">3.9.2</strong></p><p id="""">Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (exposure to unsafe Water, Sanitation and Hygiene for All (WASH) services)</p><p id=""""><strong id="""">3.9.3</strong></p><p id="""">Mortality rate attributed to unintentional poisoning</p><p id=""""><strong id="""">3.A.1</strong></p><p id="""">Age-standardized prevalence of current tobacco use among persons aged 15 years and older</p><p id=""""><strong id="""">3.B.1</strong></p><p id="""">Proportion of the population with access to affordable medicines and vaccines on a sustainable basis</p><p id=""""><strong id="""">3.B.2</strong></p><p id="""">Total net official development assistance to medical research and basic health sectors</p><p id=""""><strong id="""">3.C.1</strong></p><p id="""">Health worker density and distribution</p><p id=""""><strong id="""">3.D.1</strong></p><p id="""">International Health Regulations (IHR) capacity and health emergency preparedness</p><p id="""">‍</p>","<p id="""">Child health</p><p id="""">17,000 fewer children die each day than in 1990, but more than six million children still die before their fifth birthday each year.</p><p id="""">Since 2000, measles vaccines have averted nearly 15.6 million deaths.</p><p id="""">Despite determined global progress, an increasing proportion of child deaths are in sub-Saharan Africa and Southern Asia. Four out of every five deaths of children under age five occur in these regions.</p><p id="""">Children born into poverty are almost twice as likely to die before the age of five as those from wealthier families.</p><p id="""">Children of educated mothers—even mothers with only primary schooling—are more likely to survive than children of mothers with no education.</p><p id="""">Maternal health</p><p id="""">Maternal mortality has fallen by almost 50 per cent since 1990</p><p id="""">In Eastern Asia, Northern Africa and Southern Asia, maternal mortality has declined by around two-thirds.</p><p id="""">But maternal mortality ratio – the proportion of mothers that do not survive childbirth compared to those who do – &nbsp; in developing regions is still 14 times higher than in the developed regions.</p><p id="""">More women are receiving antenatal care. In developing regions, antenatal care increased from 65 per cent in 1990 to 83 per cent in 2012.</p><p id="""">Only half of women in developing regions receive the recommended amount of health care they need.</p><p id="""">Fewer teens are having children in most developing regions, but progress has slowed. The large increase in contraceptive use in the 1990s was not matched in the 2000s.</p><p id="""">The need for family planning is slowly being met for more women, but demand is increasing at a rapid pace.</p><p id="""">HIV/AIDS, malaria and other diseases</p><p id="""">At the end of 2014, there were 13.6 million people accessing antiretroviral therapy.</p><p id="""">New HIV infections in 2013 were estimated at 2.1 million, which was 38 per cent lower than in 2001.</p><p id="""">At the end of 2013, there were an estimated 35 million people living with HIV.</p><p id="""">At the end of 2013, 240 000 children were newly infected with HIV</p><p id="""">New HIV infections among children have declined by 58 per cent since 2001.</p><p id="""">Globally, adolescent girls and young women face gender-based inequalities, exclusion, discrimination and violence, which put them at increased risk of acquiring HIV.</p><p id="""">HIV is the leading cause of death for women of reproductive age worldwide.</p><p id="""">TB-related deaths in people living with HIV have fallen by 36% since 2004.</p><p id="""">There were 250 000 new HIV infections among adolescents in 2013, two thirds of which were among adolescent girls.</p><p id="""">AIDS is now the leading cause of death among adolescents (aged 10–19) in Africa and the second most common cause of death among adolescents globally.</p><p id="""">In many settings, adolescent girls’ right to privacy and bodily autonomy is not respected, as many report that their first sexual experience was forced.</p><p id="""">As of 2013, 2.1 million adolescents were living with HIV.</p><p id="""">Over 6.2 million malaria deaths have been averted between 2000 and 2015, primarily of children under five years of age in sub-Saharan Africa. The global malaria incidence rate has fallen by an estimated 37 per cent and the mortality rates by 58 per cent.</p><p id="""">Between 2000 and 2013, tuberculosis prevention, diagnosis and treatment interventions saved an estimated 37 million lives. The tuberculosis mortality rate fell by 45 per cent and the prevalence rate by 41 per cent between 1990 and 2013.</p><p id="""">‍</p>",,,,,,,,,,,
Governance Institutions,governance-institutions,64a6f1bd53424c49cad322f0,66e373c6a530cf582fb1d11f,false,false,Thu Sep 12 2024 23:05:42 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:11:39 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,,,,,,,,,,,,"<p>Governance institutions are defined as the many different forms of legitimated bodies that have a designated responsibility in relation to a defined territory, constituency, community, and/or regime of activity. Here the concepts of ‘institution’ or ‘having designated responsibility’ do not just include modern bodies with formal juridical power. For example, ‘elders and councils’ includes customary or traditional elders — informal but critically important political leaders in tribal or faith-based communities. Governance institutions have their primary base in the political domain.</p>","<p id="""">1. Elders and Councils</p><p id="""">2. Municipal and Provincial Governments</p><p id="""">3. States and Government Organizations</p><p id="""">4. International and Global Governance Organizations</p>",Engagement Circle,,
Growth Mindset,growth-mindset,64a6f1bd53424c49cad322f0,67a13b6c7bcd13d2a25fd2e3,false,false,Mon Feb 03 2025 21:55:56 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 21:57:11 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Growth Mindset,,,,,,,,,,,,,,,,,LifeComp,"<p id="""">L1.1 Awareness of and confidence in one's own and others’ abilities to learn, improve and achieve with work and dedication.</p><p>‍</p><p id="""">L1.2 Understanding that learning is a lifelong process that requires openness, curiosity and determination.</p><p>‍</p><p id="""">L1.3 Reflecting on other people’s feedback as well as on successful and unsuccessful experiences to continue developing one’s potential.</p><p>‍</p>"
Healthy Living,healthy-living,64a6f1bd53424c49cad322f0,66e336f6912fc5c680b6ff4f,false,false,Thu Sep 12 2024 18:46:14 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 18:46:14 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,,,,,,,,,"<p>Managing and accessing health care and staying well– medical, mental health, behavior, developmental, wellness, and nutrition.</p>",🧊 Life Domain,,,,,,
Individual Action,individual-action,64a6f1bd53424c49cad322f0,66e336f7e17c29482e363605,false,false,Thu Sep 12 2024 18:46:15 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 18:46:15 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,,,,,,,,,<p>which connects individual action and behavior over the life course (‘individual action level’)</p>,🧊 Multilevel Interdependence,,,,,,
"Industry, Innovation and Infrastructure",industry-innovation-and-infrastructure,64a6f1bd53424c49cad322f0,66e317ede0cb96da323074da,false,false,Thu Sep 12 2024 16:33:49 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 16:48:59 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/64a6e8d0934bf5388f56b867/66e318a542ab853cba049e3b_E_SDG%20goals_icons-individual-rgb-09.png,9,,,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation","<p id=""""><strong id="""">9.1.1</strong></p><p id="""">Proportion of the rural population who live within 2 km of an all-season road</p><p id=""""><strong id="""">9.1.2</strong></p><p id="""">Passenger and freight volumes, by mode of transport</p><p id=""""><strong id="""">9.2.1</strong></p><p id="""">Manufacturing value added as a proportion of GDP and per capita</p><p id=""""><strong id="""">9.2.2</strong></p><p id="""">Manufacturing employment as a proportion of total employment</p><p id=""""><strong id="""">9.3.1</strong></p><p id="""">Proportion of small-scale industries in total industry value added</p><p id=""""><strong id="""">9.3.2</strong></p><p id="""">Proportion of small-scale industries with a loan or line of credit</p><p id=""""><strong id="""">9.4.1</strong></p><p id="""">CO2 emission per unit of value added</p><p id=""""><strong id="""">9.5.1</strong></p><p id="""">Research and development expenditure as a proportion of GDP</p><p id=""""><strong id="""">9.5.2</strong></p><p id="""">Researchers (in full-time equivalent) per million inhabitants</p><p id=""""><strong id="""">9.A.1</strong></p><p id="""">Total official international support (official development assistance plus other official flows) to infrastructure</p><p id=""""><strong id="""">9.B.1</strong></p><p id="""">Proportion of medium and high-tech industry value added in total value added</p><p id=""""><strong id="""">9.C.1</strong></p><p id="""">Proportion of population covered by a mobile network, by technology</p><p id="""">‍</p>","<p id="""">""Basic infrastructure like roads, information and communication technologies, sanitation, electrical power and water remains scarce in many developing countries.</p><p id="""">About 2.6 billion people in the developing world are facing difficulties in accessing electricity full time.</p><p id="""">2.5 billion people worldwide lack access to basic sanitation and almost 800 million people lack access to water, many hundreds of millions of them in Sub Saharan Africa and South Asia.<br>1-1.5 billion people do not have access to reliable phone services</p><p id="""">Quality infrastructure is positively related to the achievement of social, economic and political goals.<br>Inadequate infrastructure leads to a lack of access to markets, jobs, information and training, creating a major barrier to doing business</p><p id="""">Undeveloped infrastructures limits access to health care and education.</p><p id="""">For many African countries, particularly the lower-income countries, the existent constraints regarding infrastructure affect firm productivity by around 40 per cent.</p><p id="""">Manufacturing is an important employer, accounting for around 470 million jobs worldwide in 2009 – or around 16 per cent of the world’s workforce of 2.9 billion. In 2013, it is estimated that there were more than half a billion jobs in manufacturing.</p><p id="""">Industrialization’s job multiplication effect has a positive impact on society. Every one job in manufacturing creates 2.2 jobs in other sectors.</p><p id="""">Small and medium-sized enterprises that engage in industrial processing and manufacturing are the most critical for the early stages of industrialization and are typically the largest job creators. They make up over 90 per cent of business worldwide and account for between 50-60 per cent of employment.</p><p id="""">In countries where data are available, the number of people employed in renewable energy sectors is presently around 2.3 million. Given the present gaps in information, this is no doubt a very conservative figure. Because of strong rising interest in energy alternatives, the possible total employment for renewables by 2030 is 20 million jobs.</p><p id="""">Least developed countries have immense potential for industrialization in food and beverages (agro-industry), and textiles and garments, with good prospects for sustained employment generation and higher productivity.</p><p id="""">Middle-income countries can benefit from entering the basic and fabricated metals industries, which offer a range of products facing rapidly growing international demand.<br>In developing countries, barely 30 per cent of agricultural production undergoes industrial processing. In high-income countries, 98 per cent is processed. This suggests that there are great opportunities for developing countries in agribusiness""</p><p id="""">‍</p>",,,,,,,,,,,
Information and data literacy,information-and-data-literacy,64a6f1bd53424c49cad322f0,67a13d00b0db5692e313be3d,false,false,Mon Feb 03 2025 22:02:40 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:06:24 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Information and data literacy,,,,,,,,,,,,,,,,,DigComp,"<p id="""">1.1 <strong id="""">Browsing, searching and filtering data, information and digital content</strong></p><p id="""">To articulate information needs , to search for data, information and content in digital environments, to access them and to navigate between them. To create and update personal search strategies.</p><p>‍</p><p id="""">1.2 <strong id="""">Evaluating data, information and digital content</strong></p><p id="""">To analyse, compare and critically evaluate the credibility and reliability of sources of data, information and digital content. To analyse, interpret and critically evaluate the data, information and digital content.</p><p>‍</p><p id="""">1.3 <strong id="""">Managing data, information and digital content</strong></p><p id="""">To organise, store and retrieve data, information and content in digital environments. To organise and process them in a structured environment.</p><p id="""">‍</p>"
Inner Individual,inner-individual,64a6f1bd53424c49cad322f0,66e336f7cc94f579642faeb2,false,false,Thu Sep 12 2024 18:46:15 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 18:46:15 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,,,,,,,,,<p>and the ‘internal’ dispositions and psycho-physiological functioning (‘inner-individual levels’)</p>,🧊 Multilevel Interdependence,,,,,,
Life Below Water,life-below-water,64a6f1bd53424c49cad322f0,66e317eef6554333d47eeaee,false,false,Thu Sep 12 2024 16:33:50 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 16:50:05 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/64a6e8d0934bf5388f56b867/66e318d61944fd642b5565ef_E_SDG%20goals_icons-individual-rgb-14.png,14,,,"Conserve and sustainably use the oceans, seas and marine resources for sustainable development.","<p id=""""><strong id="""">14.1.1</strong></p><p id="""">Index of coastal eutrophication and floating plastic debris density</p><p id=""""><strong id="""">14.2.1</strong></p><p id="""">Proportion of national exclusive economic zones managed using ecosystem-based approaches</p><p id=""""><strong id="""">14.3.1</strong></p><p id="""">Average marine acidity (pH) measured at agreed suite of representative sampling stations</p><p id=""""><strong id="""">14.4.1</strong></p><p id="""">Proportion of fish stocks within biologically sustainable levels</p><p id=""""><strong id="""">14.5.1</strong></p><p id="""">Coverage of protected areas in relation to marine areas</p><p id=""""><strong id="""">14.6.1</strong></p><p id="""">Progress by countries in the degree of implementation of international instruments aiming to combat illegal, unreported and unregulated fishing</p><p id=""""><strong id="""">14.7.1</strong></p><p id="""">Sustainable fisheries as a percentage of GDP in small island developing States, least developed countries and all countries</p><p id=""""><strong id="""">14.A.1</strong></p><p id="""">Proportion of total research budget allocated to research in the field of marine technology</p><p id=""""><strong id="""">14.B.1</strong></p><p id="""">Progress by countries in the degree of application of a legal/regulatory/policy/institutional framework which recognizes and protects access rights for small-scale fisheries</p><p id=""""><strong id="""">14.C.1</strong></p><p id="""">Number of countries making progress in ratifying, accepting and implementing through legal, policy and institutional frameworks, ocean-related instruments that implement international law, as reflected in the United Nation Convention on the Law of the Sea, for the conservation and sustainable use of the oceans and their resources</p><p id="""">‍</p>","<p>Oceans cover three quarters of the Earth’s surface, contain 97 per cent of the Earth’s water, and represent 99 per cent of the living space on the planet by volume.Over three billion people depend on marine and coastal biodiversity for their livelihoods.Globally, the market value of marine and coastal resources and industries is estimated at $3 trillion per year or about 5 per cent of global GDP.Oceans contain nearly 200,000 identified species, but actual numbers may lie in the millions.Oceans absorb about 30 per cent of carbon dioxide produced by humans, buffering the impacts of global warming.Oceans serve as the world’s largest source of protein, with more than 3 billion people depending on the oceans as their primary source of protein.Marine fisheries directly or indirectly employ over 200 million people.Subsidies for fishing are contributing to the rapid depletion of many fish species and are preventing efforts to save and restore global fisheries and related jobs, causing ocean fisheries to generate US$ 50 billion less per year than they could.As much as 40 per cent of the world oceans are heavily affected by human activities, including pollution, depleted fisheries, and loss of coastal habitats</p>",,,,,,,,,,,
Life on Land,life-on-land,64a6f1bd53424c49cad322f0,66e317ee41cf825c9c646433,false,false,Thu Sep 12 2024 16:33:50 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 16:50:16 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/64a6e8d0934bf5388f56b867/66e318cde9360a95f0b7c474_E_SDG%20goals_icons-individual-rgb-15.png,15,,,"Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss.","<p id=""""><strong id="""">15.1.1</strong></p><p id="""">Forest area as a proportion of total land area</p><p id=""""><strong id="""">15.1.2</strong></p><p id="""">Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type</p><p id=""""><strong id="""">15.2.1</strong></p><p id="""">Progress towards sustainable forest management</p><p id=""""><strong id="""">15.3.1</strong></p><p id="""">Proportion of land that is degraded over total land area</p><p id=""""><strong id="""">15.4.1</strong></p><p id="""">Coverage by protected areas of important sites for mountain biodiversity</p><p id=""""><strong id="""">15.4.2</strong></p><p id="""">Mountain Green Cover Index</p><p id=""""><strong id="""">15.5.1</strong></p><p id="""">Red List Index</p><p id=""""><strong id="""">15.6.1</strong></p><p id="""">Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits</p><p id=""""><strong id="""">15.7.1</strong></p><p id="""">Proportion of traded wildlife that was poached or illicitly trafficked</p><p id=""""><strong id="""">15.8.1</strong></p><p id="""">Proportion of countries adopting relevant national legislation and adequately resourcing the prevention or control of invasive alien species</p><p id=""""><strong id="""">15.9.1</strong></p><p id="""">Progress towards national targets established in accordance with Aichi Biodiversity Target 2 of the Strategic Plan for Biodiversity 2011-2020</p><p id=""""><strong id="""">15.A.1</strong></p><p id="""">Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems</p><p id=""""><strong id="""">15.B.1</strong></p><p id="""">Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems</p><p id=""""><strong id="""">15.C.1</strong></p><p id="""">Proportion of traded wildlife that was poached or illicitly trafficked</p><p id="""">‍</p>","<p>Forests -Around 1.6 billion people depend on forests for their livelihood. This includes some 70 million indigenous people.Forests are home to more than 80 per cent of all terrestrial species of animals, plants and insects.Desertification2.6 billion people depend directly on agriculture, but 52 per cent of the land used for agriculture is moderately or severely affected by soil degradation.As of 2008, land degradation affected 1.5 billion people globallyArable land loss is estimated at 30 to 35 times the historical rateDue to drought and desertification each year 12 million hectares are lost (23 hectares per minute), where 20 million tons of grain could have been grown.74 per cent of the poor are directly affected by land degradation globally.BiodiversityOf the 8,300 animal breeds known, 8 per cent are extinct and 22 per cent are at risk of extinction.Of the over 80,000 tree species, less than 1 per cent have been studied for potential use.Fish provide 20 per cent of animal protein to about 3 billion people. Only ten species provide about 30 per cent of marine capture fisheries and ten species provide about 50 per cent of aquaculture production.Over 80 per cent of the human diet is provided by plants. Only three cereal crops – rice, maize and wheat – provide 60 per cent of energy intake.As many as 80 per cent of people living in rural areas in developing countries rely on traditional plant-­‐based medicines for basichealthcare.Micro-organisms and invertebrates are key to ecosystem services, but their contributions are still poorly known and rarely acknowledged.</p>",,,,,,,,,,,
Managing Learning,managing-learning,64a6f1bd53424c49cad322f0,67a13c0dba49968b8758637b,false,false,Mon Feb 03 2025 21:58:37 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 21:58:37 GMT+0000 (Coordinated Universal Time),Mon Feb 03 2025 22:17:01 GMT+0000 (Coordinated Universal Time),🇪🇺 EU Compentencies - Managing Learning,,,,,,,,,,,,,,,,,LifeComp,"<p id="""">L3.1 Awareness of one's own learning interests, processes and preferred strategies, including learning needs and required support.</p><p>‍</p><p id="""">L3.2 Planning and implementing learning goals, strategies, resources and processes.</p><p>‍</p><p id="""">L3.3 Reflecting on and assessing purposes, processes and outcomes of learning and knowledge construction, establishing relationships across domains.</p><p>‍</p>"
Motivation-A,motivation-a,64a6f1bd53424c49cad322f0,66e32667edc206ef082f7184,false,false,Thu Sep 12 2024 17:35:35 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:38:57 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,6,,,,,"<p>Building resiliency against climate change-related disasters, such as extreme weather, including by leveraging funding and providing investments for community-defined projects and strategies;</p>",Motivation,,,,,,,,,
Motivation-B,motivation-b,64a6f1bd53424c49cad322f0,66e3266830b466aa60b0dc32,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:39:03 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,7,,,,,"<p id="""">Repairing and upgrading the infrastructure in the United States, including—</p><p id="""">(i) by eliminating pollution and greenhouse gas emissions as much as technologically feasible;</p><p id="""">(ii) by guaranteeing universal access to clean water;</p><p id="""">(iii) by reducing the risks posed by climate impacts; and</p><p id="""">(iv) by ensuring that any infrastructure bill considered by Congress addresses climate change;</p>",Motivation,,,,,,,,,
Motivation-C,motivation-c,64a6f1bd53424c49cad322f0,66e3266828973bee1fe8e125,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:39:10 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,8,,,,,"<p id="""">Meeting 100 percent of the power demand in the United States through clean, renewable, and zero-emission energy sources, including—</p><p id="""">(i) by dramatically expanding and upgrading renewable power sources; and</p><p id="""">(ii) by deploying new capacity;</p>",Motivation,,,,,,,,,
Motivation-D,motivation-d,64a6f1bd53424c49cad322f0,66e32668eee79d5bc64384ea,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:39:16 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,9,,,,,"<p>Building or upgrading to energy-efficient, distributed, and “smart” power grids, and ensuring affordable access to electricity;</p>",Motivation,,,,,,,,,
Motivation-E,motivation-e,64a6f1bd53424c49cad322f0,66e32668d6ddddd24e42123d,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:39:20 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,10,,,,,"<p>Upgrading all existing buildings in the United States and building new buildings to achieve maximum energy efficiency, water efficiency, safety, affordability, comfort, and durability, including through electrification;</p>",Motivation,,,,,,,,,
Motivation-F,motivation-f,64a6f1bd53424c49cad322f0,66e32668f6dc3e61ff63f9a7,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:39:27 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,11,,,,,"<p>Spurring massive growth in clean manufacturing in the United States and removing pollution and greenhouse gas emissions from manufacturing and industry as much as is technologically feasible, including by expanding renewable energy manufacturing and investing in existing manufacturing and industry;</p>",Motivation,,,,,,,,,
Motivation-G,motivation-g,64a6f1bd53424c49cad322f0,66e32668feb66bf4a8d70c41,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:39:38 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,12,,,,,"<p id="""">Working collaboratively with farmers and ranchers in the United States to remove pollution and greenhouse gas emissions from the agricultural sector as much as is technologically feasible, including—</p><p id="""">(i) by supporting family farming;</p><p id="""">(ii) by investing in sustainable farming and land use practices that increase soil health; and</p><p id="""">(iii) by building a more sustainable food system that ensures universal access to healthy food;</p>",Motivation,,,,,,,,,
Motivation-H,motivation-h,64a6f1bd53424c49cad322f0,66e32668e451ecc693ec2a4e,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:39:46 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,13,,,,,"<p>Overhauling transportation systems in the United States to remove pollution and greenhouse gas emissions from the transportation sector as much as is technologically feasible, including through investment in—</p>",Motivation,,,,,,,,,
Motivation-I,motivation-i,64a6f1bd53424c49cad322f0,66e32668c1e540a33c91b448,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:40:08 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,14,,,,,"<p>Mitigating and managing the long-term adverse health, economic, and other effects of pollution and climate change, including by providing funding for community-defined projects and strategies;</p>",Motivation,,,,,,,,,
Motivation-J,motivation-j,64a6f1bd53424c49cad322f0,66e32668963c90890cf90448,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:40:13 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,15,,,,,"<p>Removing greenhouse gases from the atmosphere and reducing pollution by restoring natural ecosystems through proven low-tech solutions that increase soil carbon storage, such as land preservation and afforestation;</p>",Motivation,,,,,,,,,
Motivation-K,motivation-k,64a6f1bd53424c49cad322f0,66e326680c53ac5abd731b7f,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:40:20 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,16,,,,,"<p>Restoring and protecting threatened, endangered, and fragile ecosystems through locally appropriate and science-based projects that enhance biodiversity and support climate resiliency;</p>",Motivation,,,,,,,,,
Motivation-L,motivation-l,64a6f1bd53424c49cad322f0,66e326684a1db3917da54fc7,false,false,Thu Sep 12 2024 17:35:36 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:40:35 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,17,,,,,"<p>Cleaning up existing hazardous waste and abandoned sites, ensuring economic development and sustainability on those sites;</p>",Motivation,,,,,,,,,
Motivation-M,motivation-m,64a6f1bd53424c49cad322f0,66e326699a71f732d6d1b724,false,false,Thu Sep 12 2024 17:35:37 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 19:40:44 GMT+0000 (Coordinated Universal Time),Thu Sep 12 2024 23:41:39 GMT+0000 (Coordinated Universal Time),,,,18,,,,,<p>Identifying other emission and pollution sources and creating solutions to remove them; and</p>,Motivation,,,,,,,,,
